Body,Head,Head_Coverage,Std_Confidence,PCA_Confidence,Positive_Examples,Body_size,PCA_Body_size,Functional_variable
?a  hasAcademicAdvisor  ?f  ?f  livesIn  ?b   ,?a  livesIn  ?b,0.013787161,0.148837209,0.5,32,215,64,?a
?a  hasAcademicAdvisor  ?f  ?f  isCitizenOf  ?b   ,?a  livesIn  ?b,0.018526497,0.1,0.413461538,43,430,104,?a
?e  hasChild  ?a  ?e  livesIn  ?b   ,?a  livesIn  ?b,0.010340371,0.130434783,0.352941176,24,184,68,?a
?f  isLocatedIn  ?b  ?a  worksAt  ?f   ,?a  livesIn  ?b,0.087031452,0.04023103,0.164763458,202,5021,1226,?a
?e  isMarriedTo  ?a  ?e  livesIn  ?b   ,?a  livesIn  ?b,0.011632917,0.131707317,0.457627119,27,205,59,?a
?f  hasCapital  ?b  ?a  isPoliticianOf  ?f   ,?a  livesIn  ?b,0.020680741,0.010269576,0.186046512,48,4674,258,?a
?e  hasAcademicAdvisor  ?a  ?e  isCitizenOf  ?b   ,?a  livesIn  ?b,0.016803102,0.095121951,0.386138614,39,410,101,?a
?a  graduatedFrom  ?f  ?f  isLocatedIn  ?b   ,?a  livesIn  ?b,0.171477811,0.03030303,0.136910905,398,13134,2907,?a
?f  hasCapital  ?b  ?a  livesIn  ?f   ,?a  livesIn  ?b,0.072382594,0.100298507,0.100298507,168,1675,1675,?a
?e  isPoliticianOf  ?a  ?e  livesIn  ?b   ,?a  hasCapital  ?b,0.016253555,0.147058824,0.223463687,40,272,179,?a
?e  hasAcademicAdvisor  ?a  ?e  livesIn  ?b   ,?a  livesIn  ?b,0.012925463,0.15,0.461538462,30,200,65,?a
?e  diedIn  ?b  ?e  isPoliticianOf  ?a   ,?a  hasCapital  ?b,0.035757822,0.199095023,0.301369863,88,442,292,?a
?e  diedIn  ?b  ?e  isCitizenOf  ?a   ,?a  hasCapital  ?b,0.024786672,0.096671949,0.154822335,61,631,394,?a
?e  diedIn  ?b  ?e  livesIn  ?a   ,?a  hasCapital  ?b,0.011783828,0.062365591,0.17791411,29,465,163,?a
?e  isPoliticianOf  ?a  ?e  wasBornIn  ?b   ,?a  hasCapital  ?b,0.034945144,0.126470588,0.172690763,86,680,498,?a
?a  diedIn  ?f  ?f  isLocatedIn  ?b   ,?a  livesIn  ?b,0.063334769,0.005387576,0.148484848,147,27285,990,?a
?e  isCitizenOf  ?a  ?e  wasBornIn  ?b   ,?a  hasCapital  ?b,0.026818367,0.068965517,0.121323529,66,957,544,?a
?a  actedIn  ?b  ?a  directed  ?b   ,?a  created  ?b,0.020179752,0.320754717,0.54587156,119,371,218,?b
?f  isLocatedIn  ?b  ?a  livesIn  ?f   ,?a  isCitizenOf  ?b,0.071856287,0.038890014,0.138129496,192,4937,1390,?a
?a  hasAcademicAdvisor  ?f  ?f  isCitizenOf  ?b   ,?a  isCitizenOf  ?b,0.04752994,0.295348837,0.512096774,127,430,248,?a
?a  hasAcademicAdvisor  ?f  ?f  livesIn  ?b   ,?a  isCitizenOf  ?b,0.018338323,0.227906977,0.39516129,49,215,124,?a
?a  influences  ?f  ?f  isCitizenOf  ?b   ,?a  isCitizenOf  ?b,0.046781437,0.098658248,0.390625,125,1267,320,?a
?f  isLocatedIn  ?b  ?a  worksAt  ?f   ,?a  isCitizenOf  ?b,0.137724551,0.073292173,0.15282392,368,5021,2408,?a
?a  isLeaderOf  ?f  ?f  isLocatedIn  ?b   ,?a  isCitizenOf  ?b,0.01010479,0.022823331,0.223140496,27,1183,121,?a
?a  hasChild  ?f  ?f  isCitizenOf  ?b   ,?a  isCitizenOf  ?b,0.016467066,0.282051282,0.846153846,44,156,52,?a
?e  hasAcademicAdvisor  ?a  ?e  isCitizenOf  ?b   ,?a  isCitizenOf  ?b,0.039296407,0.256097561,0.490654206,105,410,214,?a
?e  hasAcademicAdvisor  ?a  ?e  livesIn  ?b   ,?a  isCitizenOf  ?b,0.014221557,0.19,0.383838384,38,200,99,?a
?e  hasChild  ?a  ?e  isCitizenOf  ?b   ,?a  isCitizenOf  ?b,0.016467066,0.268292683,0.846153846,44,164,52,?a
?e  hasChild  ?a  ?e  isPoliticianOf  ?b   ,?a  isCitizenOf  ?b,0.02245509,0.066445183,0.810810811,60,903,74,?a
?a  hasChild  ?f  ?f  isPoliticianOf  ?b   ,?a  isCitizenOf  ?b,0.023577844,0.070627803,0.777777778,63,892,81,?a
?a  diedIn  ?f  ?f  isLocatedIn  ?b   ,?a  isCitizenOf  ?b,0.23989521,0.023492762,0.213453213,641,27285,3003,?a
?e  influences  ?a  ?e  isCitizenOf  ?b   ,?a  isCitizenOf  ?b,0.052769461,0.10673732,0.364341085,141,1321,387,?a
?b  isLocatedIn  ?a  ?a  isLocatedIn  ?b   ,?a  hasCapital  ?b,0.240146282,0.139189826,0.799729364,591,4246,739,?a
?a  graduatedFrom  ?f  ?f  isLocatedIn  ?b   ,?a  isCitizenOf  ?b,0.277694611,0.056494594,0.193430657,742,13134,3836,?a
?e  hasCapital  ?b  ?e  isLocatedIn  ?a   ,?a  hasCapital  ?b,0.068264933,0.049151551,0.147368421,168,3418,1140,?a
?a  created  ?f  ?f  isLocatedIn  ?b   ,?a  isCitizenOf  ?b,0.038173653,0.027485853,0.375,102,3711,272,?a
?f  diedIn  ?b  ?a  hasChild  ?f   ,?a  diedIn  ?b,0.032614829,0.169800235,0.25965858,289,1702,1113,?a
?f  isLocatedIn  ?b  ?a  wasBornIn  ?f   ,?a  isPoliticianOf  ?b,0.291215403,0.004788523,0.249742002,484,101075,1938,?a
?a  actedIn  ?f  ?f  isLocatedIn  ?b   ,?a  isCitizenOf  ?b,0.031062874,0.008291708,0.399038462,83,10010,208,?a
?a  hasChild  ?f  ?f  wasBornIn  ?b   ,?a  diedIn  ?b,0.029906331,0.13896172,0.281316348,265,1907,942,?a
?f  isLocatedIn  ?b  ?a  worksAt  ?f   ,?a  diedIn  ?b,0.027762104,0.048994224,0.112482853,246,5021,2187,?a
?f  hasCapital  ?b  ?a  isPoliticianOf  ?f   ,?a  diedIn  ?b,0.026972125,0.051133932,0.122752953,239,4674,1947,?a
?b  hasNeighbor  ?a  ?a  hasNeighbor  ?b   ,?a  dealsWith  ?b,0.085793358,0.254098361,0.287037037,93,366,324,?a
?a  isAffiliatedTo  ?f  ?f  isLocatedIn  ?b   ,?a  isPoliticianOf  ?b,0.190734055,0.003241905,0.229377713,317,97782,1382,?a
?e  diedIn  ?b  ?e  isMarriedTo  ?a   ,?a  diedIn  ?b,0.027874958,0.216097988,0.344490934,247,1143,717,?a
?f  diedIn  ?b  ?a  isMarriedTo  ?f   ,?a  diedIn  ?b,0.028100666,0.219770521,0.346314325,249,1133,719,?a
?f  hasNeighbor  ?a  ?b  hasNeighbor  ?f   ,?a  dealsWith  ?b,0.120848708,0.097181009,0.109807209,131,1348,1193,?a
?a  hasNeighbor  ?f  ?b  hasNeighbor  ?f   ,?a  dealsWith  ?b,0.11900369,0.095839525,0.110350727,129,1346,1169,?a
?f  dealsWith  ?b  ?a  hasNeighbor  ?f   ,?a  dealsWith  ?b,0.387453875,0.254237288,0.284745763,420,1652,1475,?a
?a  owns  ?f  ?b  owns  ?f   ,?a  dealsWith  ?b,0.042435424,0.039484979,0.166666667,46,1165,276,?a
?e  hasChild  ?a  ?e  wasBornIn  ?b   ,?a  diedIn  ?b,0.016815258,0.075138679,0.165555556,149,1983,900,?a
?f  hasNeighbor  ?b  ?a  hasNeighbor  ?f   ,?a  dealsWith  ?b,0.123616236,0.099406528,0.11365564,134,1348,1179,?a
?f  dealsWith  ?b  ?a  dealsWith  ?f   ,?a  dealsWith  ?b,0.649446494,0.231426693,0.231426693,704,3042,3042,?a
?e  dealsWith  ?b  ?e  isLocatedIn  ?a   ,?a  dealsWith  ?b,0.014760148,0.038004751,0.421052632,16,421,38,?a
?e  livesIn  ?a  ?e  livesIn  ?b   ,?a  dealsWith  ?b,0.039667897,0.017501018,0.114666667,43,2457,375,?a
?e  isCitizenOf  ?b  ?e  livesIn  ?a   ,?a  dealsWith  ?b,0.022140221,0.055944056,0.205128205,24,429,117,?a
?e  dealsWith  ?a  ?e  dealsWith  ?b   ,?a  dealsWith  ?b,0.383763838,0.169243287,0.199616123,416,2458,2084,?a
?e  isCitizenOf  ?a  ?e  isCitizenOf  ?b   ,?a  dealsWith  ?b,0.045202952,0.095703125,0.158064516,49,512,310,?a
?e  diedIn  ?b  ?e  hasChild  ?a   ,?a  diedIn  ?b,0.034194786,0.164942842,0.274705349,303,1837,1103,?a
?f  isLocatedIn  ?a  ?b  participatedIn  ?f   ,?a  dealsWith  ?b,0.052583026,0.031301483,0.1019678,57,1821,559,?a
?e  hasWonPrize  ?b  ?e  isMarriedTo  ?a   ,?a  hasWonPrize  ?b,0.01341863,0.129778672,0.274176408,258,1988,941,?a
?f  hasWonPrize  ?b  ?a  influences  ?f   ,?a  hasWonPrize  ?b,0.014874915,0.062829525,0.151724138,286,4552,1885,?a
?e  hasWonPrize  ?b  ?e  influences  ?a   ,?a  hasWonPrize  ?b,0.01617517,0.070361991,0.159650924,311,4420,1948,?a
?e  hasChild  ?a  ?e  hasWonPrize  ?b   ,?a  hasWonPrize  ?b,0.022988506,0.168573608,0.266104756,442,2622,1661,?a
?a  hasChild  ?f  ?f  hasWonPrize  ?b   ,?a  hasWonPrize  ?b,0.021636241,0.155050317,0.254745867,416,2683,1633,?a
?f  hasWonPrize  ?b  ?a  isMarriedTo  ?f   ,?a  hasWonPrize  ?b,0.013262599,0.13308977,0.26984127,255,1916,945,?a
?e  hasNeighbor  ?a  ?e  hasNeighbor  ?b   ,?a  dealsWith  ?b,0.126383764,0.1,0.113036304,137,1370,1212,?a
?e  dealsWith  ?b  ?e  hasNeighbor  ?a   ,?a  dealsWith  ?b,0.401291513,0.257548845,0.290193462,435,1689,1499,?a
?f  dealsWith  ?b  ?a  isLocatedIn  ?f   ,?a  dealsWith  ?b,0.014760148,0.000145371,0.170212766,16,110063,94,?a
?e  hasGender  ?b  ?e  influences  ?a   ,?a  hasGender  ?b,0.028352123,0.729930012,0.859844811,1773,2429,2062,?a
?f  hasGender  ?b  ?a  influences  ?f   ,?a  hasGender  ?b,0.023155033,0.682375118,0.82601255,1448,2122,1753,?a
?e  hasChild  ?a  ?e  hasGender  ?b   ,?a  hasGender  ?b,0.022179579,0.534901658,0.689363817,1387,2593,2012,?a
?a  hasChild  ?f  ?f  hasGender  ?b   ,?a  hasGender  ?b,0.020724394,0.53006135,0.69752422,1296,2445,1858,?a
?f  isLocatedIn  ?b  ?a  wasBornIn  ?f   ,?a  isCitizenOf  ?b,0.332709581,0.008795449,0.216829268,889,101075,4100,?a
?b  hasCapital  ?f  ?a  isLocatedIn  ?f   ,?a  isLocatedIn  ?b,0.019267426,0.110708207,0.110708207,1496,13513,13513,?a
?a  hasCapital  ?f  ?f  isLocatedIn  ?b   ,?a  isLocatedIn  ?b,0.018301479,0.232,0.274695535,1421,6125,5173,?a
?e  hasCapital  ?a  ?e  isLocatedIn  ?b   ,?a  isLocatedIn  ?b,0.017129463,0.389116442,0.390487375,1330,3418,3406,?a
?a  isAffiliatedTo  ?f  ?f  isLocatedIn  ?b   ,?a  livesIn  ?b,0.044377424,0.001053364,0.188990826,103,97782,545,?a
?a  isAffiliatedTo  ?f  ?f  isLocatedIn  ?b   ,?a  diedIn  ?b,0.060151224,0.005450901,0.168510907,533,97782,3163,?a
?a  isAffiliatedTo  ?f  ?f  isLocatedIn  ?b   ,?a  isCitizenOf  ?b,0.048652695,0.001329488,0.154028436,130,97782,844,?a
?f  isLocatedIn  ?b  ?a  playsFor  ?f   ,?a  diedIn  ?b,0.02268367,0.003455746,0.156420233,201,58164,1285,?a
?e  isLocatedIn  ?a  ?e  isLocatedIn  ?b   ,?a  isLocatedIn  ?b,0.138555458,0.131204722,0.149539206,10758,81994,71941,?a
?f  isLocatedIn  ?b  ?a  isLocatedIn  ?f   ,?a  isLocatedIn  ?b,0.289178816,0.19785168,0.19785168,22453,113484,113484,?a
