Agnes_of_Merania,parent,Agnes_of_Rochlitz
Eleanor_of_Alburquerque,parent,Beatrice_of_Portugal_died_1381
Hugh_II_Duke_of_Burgundy,parent,Sibylla_of_Burgundy_Duchess_of_Burgundy
Leopold_II_Holy_Roman_Emperor,parent,Maria_Theresa
Henry_VI_Count_of_Luxembourg,parent,Margaret_of_Bar
Elizabeth_of_Luxembourg,parent,Barbara_of_Cilli
Otto_I_Duke_of_Bavaria,parent,Heilika_of_Lengenfeld
Nicholas_Francis_Duke_of_Lorraine,parent,Christina_of_Salm
Edward_the_Elder,parent,Ealhswith
Philip_VI_of_France,parent,Margaret_Countess_of_Anjou
Charles_III_of_Spain,parent,Elisabeth_Farnese
Marie_de_Medici,parent,Joanna_of_Austria_Grand_Duchess_of_Tuscany
Margaret_of_Bavaria,parent,Margaret_of_Brieg
Philip_IV_of_France,parent,Isabella_of_Aragon_Queen_of_France
Wilhelmine_Amalie_of_Brunswick,parent,Benedicta_Henrietta_of_the_Palatinate
Richard_Count_of__tampes,parent,Joan_of_Navarre_Queen_of_England
Odo_of_France,parent,Adelaide_of_Tours
John_VII_Duke_of_Mecklenburg_Schwerin,parent,Anna_Sophia_of_Prussia
John_II_Duke_of_Brittany,parent,Blanche_of_Navarre_Duchess_of_Brittany
Yolanda_Latin_Empress,parent,Margaret_I_Countess_of_Flanders
John_I_Duke_of_Lorraine,parent,Marie_de_Ch_tillon_1323_1363
Louis_VI_of_France,parent,Bertha_of_Holland
Adelaide_Blanche_of_Anjou,parent,Fulk_II_Count_of_Anjou
Adelaide_of_Burgundy_Duchess_of_Brabant,parent,Hugh_IV_Duke_of_Burgundy
Agnes_of_Rochlitz,parent,Dedi_III_Margrave_of_Lusatia
Albert_Azzo_II_Margrave_of_Milan,parent,Albert_Azzo_I_Margrave_of_Milan
Albert_III_Count_of_Habsburg,parent,Werner_II_Count_of_Habsburg
Albert_IV_Count_of_Habsburg,parent,Rudolf_II_Count_of_Habsburg
Baldwin_IV_Count_of_Hainaut,parent,Baldwin_III_Count_of_Hainaut
Baldwin_V_Count_of_Hainaut,parent,Baldwin_IV_Count_of_Hainaut
Beatrice_Regina_della_Scala,parent,Mastino_II_della_Scala
Beatriz_Pereira_de_Alvim,parent,Nuno__lvares_Pereira
Bertha_of_Burgundy,parent,Conrad_I_of_Burgundy
Bertrada_of_Laon,parent,Charibert_of_Laon
Blanche_of_Burgundy,parent,Otto_IV_Count_of_Burgundy
Carlo_Buonaparte,parent,Giuseppe_Maria_Buonaparte
Charles_III_of_Spain,parent,Philip_V_of_Spain
Eckhard_I_Count_of_Scheyern,parent,Otto_I_Count_of_Scheyern
Engeltrude_de_F_zensac,parent,Leuthard_I_of_Paris
Ermengarde_Countess_of_Maine,parent,Elias_I_Count_of_Maine
Ermengarde_of_Anjou_Duchess_of_Burgundy,parent,Fulk_III_Count_of_Anjou
Fran_oise_Ath_na_s_de_Rochechouart_Marquise_de_Montespan,parent,Gabriel_de_Rochechouart_de_Mortemart
Francesco_I_Sforza,parent,Muzio_Attendolo_Sforza
Frederick_II_Count_of_Vaud_mont,parent,Antoine_Count_of_Vaud_mont
Frederick_II_Duke_of_Brunswic_L_neburg,parent,Bernard_I_Duke_of_Brunswic_L_neburg
Frederick_I_Count_of_Vaud_mont,parent,John_I_Duke_of_Lorraine
Gertrude_of_Saxony,parent,Bernard_II_Duke_of_Saxony
Giovanni_delle_Bande_Nere,parent,Giovanni_il_Popolano
Gisela_of_Burgundy_Marchioness_of_Montferrat,parent,William_I_Count_of_Burgundy
Henry_IX_Duke_of_Bavaria,parent,Welf_I_Duke_of_Bavaria
In_s_de_Castro,parent,Pedro_Fern_ndez_de_Castro
Isabeau_of_Bavaria,parent,Stephen_III_Duke_of_Bavaria
Isabel_of_Barcelos,parent,Afonso_I_Duke_of_Braganza
Isabella_of_Portugal_Queen_of_Castile,parent,John_Constable_of_Portugal
John_I_of_France,parent,Louis_X_of_France
John_Stewart_1st_Earl_of_Lennox,parent,Alan_Stewart_of_Darnley
Lambert_II_Count_of_Louvain,parent,Lambert_I_Count_of_Louvain
Louis_V_of_France,parent,Lothair_of_France
Magdalene_Sibylle_of_Prussia,parent,Albert_Frederick_Duke_of_Prussia
Magnus_I_Duke_of_Brunswic_L_neburg,parent,Albert_II_Duke_of_Brunswic_L_neburg
Margaret_Stewart_Dauphine_of_France,parent,James_I_of_Scotland
Margaret_of_Artois,parent,Philip_of_Artois
Marie_Jos_phine_of_Savoy,parent,Victor_Amadeus_III_of_Sardinia
Marie_Th_r_se_of_France,parent,Louis_XVI
Marie_of_Brittany_Countess_of_Saint_Pol,parent,John_II_Duke_of_Brittany
Matthew_Stewart_2nd_Earl_of_Lennox,parent,John_Stewart_1st_Earl_of_Lennox
Oberto_II_Margrave_of_Milan,parent,Oberto_I
Otto_V_Duke_of_Brunswic_L_neburg,parent,Frederick_II_Duke_of_Brunswic_L_neburg
Otto_William_Count_of_Burgundy,parent,Adalbert_of_Italy
Ramon_Berenguer_II_Count_of_Barcelona,parent,Ramon_Berenguer_I_Count_of_Barcelona
Reginald_I_Count_of_Burgundy,parent,Otto_William_Count_of_Burgundy
Robert_III_of_Worms,parent,Robert_II_Count_of_Hesbaye
Robert_I_Count_of_Dreux,parent,Louis_VI_of_France
Robert_the_Strong,parent,Robert_III_of_Worms
Rudolph_of_France,parent,Richard_Duke_of_Burgundy
Simon_I_de_Montfort,parent,Amaury_I_de_Montfort
Stephen_III_of_Auxonne,parent,Stephen_II_of_Auxonne
William_III_of_M_con,parent,Stephen_I_Count_of_Burgundy
Afonso_III_of_Portugal,parent,Afonso_II_of_Portugal
Denis_of_Portugal,parent,Afonso_III_of_Portugal
Louis_Bonaparte,parent,Carlo_Buonaparte
Napoleon,parent,Carlo_Buonaparte
Eleanor_of_Provence,parent,Ramon_Berenguer_IV_Count_of_Provence
Empress_Matilda,parent,Henry_I_of_England
Odo_I_Duke_of_Burgundy,parent,Henry_son_of_Robert_I_of_Burgundy
Louis_Duke_of_Burgundy,parent,Louis_Dauphin_of_France_son_of_Louis_XIV
Beatrice_of_Savoy,parent,Thomas_Count_of_Savoy
Charles_IV_of_France,parent,Philip_IV_of_France
William_X_Duke_of_Aquitaine,parent,William_IX_Duke_of_Aquitaine
Maria_Christina_of_the_Two_Sicilies,parent,Francis_I_of_the_Two_Sicilies
Francis_I_Duke_of_Lorraine,parent,Antoine_Duke_of_Lorraine
Maria_Teresa_Felicitas_d_Este,parent,Francesco_III_d_Este_Duke_of_Modena
Louis_XIV,parent,Louis_XIII
Margaret_of_Foix,parent,Gaston_IV_Count_of_Foix
Adela_of_Champagne,parent,Theobald_II_Count_of_Champagne
Sviatoslav_I,parent,Igor_of_Kiev
Anne_Marie_d_Orl_ans,parent,Philippe_I_Duke_of_Orl_ans
Hugh_II_Duke_of_Burgundy,parent,Odo_I_Duke_of_Burgundy
Ingegerd_Olofsdotter_of_Sweden,parent,Olof_Sk_tkonung
John_II_Duke_of_Brittany,parent,John_I_Duke_of_Brittany
Charles_VII_of_France,parent,Charles_VI_of_France
Charles_Emmanuel_II_Duke_of_Savoy,parent,Victor_Amadeus_I_Duke_of_Savoy
Leopold_II_Holy_Roman_Emperor,parent,Francis_I_Holy_Roman_Emperor
Sibylla_of_Anjou,parent,Fulk_King_of_Jerusalem
John_of_Montfort,parent,Arthur_II_Duke_of_Brittany
Louis_XIII,parent,Henry_IV_of_France
Yolanda_of_Courtenay,parent,Peter_II_of_Courtenay
Hedwig_of_Saxony,parent,Henry_the_Fowler
Adelaide_of_Aquitaine,parent,William_III_Duke_of_Aquitaine
Nicholas_Francis_Duke_of_Lorraine,parent,Francis_II_Duke_of_Lorraine
Hortense_de_Beauharnais,parent,Alexandre_de_Beauharnais
Albert_II_Duke_of_Austria,parent,Albert_I_of_Germany
Francis_I_of_France,parent,Charles_Count_of_Angoul_me
Emma_of_Italy,parent,Lothair_II_of_Italy
Floris_I_Count_of_Holland,parent,Dirk_III_Count_of_Holland
Henry_VI_Count_of_Luxembourg,parent,Henry_V_Count_of_Luxembourg
Sancho_III_of_Castile,parent,Alfonso_VII_of_Le_n_and_Castile
Frederick_Prince_of_Wales,parent,George_II_of_Great_Britain
Henry_II_of_Castile,parent,Alfonso_XI_of_Castile
Maria_Antonia_Ferdinanda_of_Spain,parent,Philip_V_of_Spain
Charles_Count_of_Valois,parent,Philip_III_of_France
Henry_the_Fowler,parent,Otto_I_Duke_of_Saxony
Archduchess_Maria_Clementina_of_Austria,parent,Leopold_II_Holy_Roman_Emperor
Matthias_I_Duke_of_Lorraine,parent,Simon_I_Duke_of_Lorraine
Gertrude_of_Hohenberg,parent,Burkhard_V_Count_of_Hohenberg
Margaret_of_Austria_Queen_of_Spain,parent,Charles_II_Archduke_of_Austria
Marie_of_Cleves_Duchess_of_Orl_ans,parent,Adolph_I_Duke_of_Cleves
Princess_Elisabeth_Albertine_of_Saxe_Hildburghausen,parent,Ernest_Frederick_I_Duke_of_Saxe_Hildburghausen
Violant_of_Hungary,parent,Andrew_II_of_Hungary
Philip_II_Duke_of_Savoy,parent,Louis_Duke_of_Savoy
Robert_Count_of_Clermont,parent,Louis_IX_of_France
Joan_I_of_Navarre,parent,Henry_I_of_Navarre
Rudolph_Duke_of_Lorraine,parent,Frederick_IV_Duke_of_Lorraine
Berengaria_of_Castile,successor,Ferdinand_III_of_Castile
Joanna_of_Castile,successor,Philip_I_of_Castile
Rudolf_II_Holy_Roman_Emperor,type,Person
Charles_V_Holy_Roman_Emperor,type,Person
Fran_oise_Marie_de_Bourbon,type,Person
Charlotte_Agla__d_Orl_ans,type,Person
French_Revolution_of_1848,type,Person
Charles_X,type,Person
Marie_Antoinette,type,Person
Louis_XVIII,type,Person
Manuel_I_of_Portugal,type,Person
Eleanor_of_Aragon_Queen_of_Portugal,type,Person
Afonso_V_of_Portugal,type,Person
Edward_King_of_Portugal,type,Person
Juana_Manuel,type,Person
Peter_of_Castile,type,Person
Alfonso_XI_of_Castile,type,Person
Countess_Sophia_Albertine_of_Erbach_Erbach,type,Person
Judith_of_Habsburg,type,Person
Violant_of_Bar,type,Person
Mahaut_Countess_of_Artois,type,Person
Peter_III_of_Aragon,type,Person
Auguste_of_Bade_Baden,type,Person
Henry_III_of_France,type,Person
Sviatopolk_I_of_Kiev,type,Person
Ealhswith,type,Person
Constance_of_Arles,type,Person
Henry_I_of_France,type,Person
Hedwig_of_Saxony,type,Person
Robert_II_of_France,type,Person
Joanna_of_Bourbon,type,Person
Margaret_of_Brieg,type,Person
Margaret_of_Bavaria,type,Person
Margaret_Countess_of_Anjou,type,Person
Victor_Amadeus_III_of_Sardinia,type,Person
Charles_Emmanuel_IV_of_Sardinia,type,Person
Francis_I_Holy_Roman_Emperor,type,Person
Victor_Amadeus_II_of_Sardinia,type,Person
Ferdinand_I_of_the_Two_Sicilies,type,Person
Arthur_II_Duke_of_Brittany,type,Person
Henry_VII_Holy_Roman_Emperor,type,Person
Anne_of_Brittany,type,Person
Louis_VIII_of_France,type,Person
Beatrice_of_Brandenburg,type,Person
Marie_Eleonore_of_Cleves,type,Person
Gerberga_of_Saxony,type,Person
Elisabeth_of_Nuremberg,type,Person
Liutgard_of_Saxony_died_885,type,Person
Caroline_of_Ansbach,type,Person
Margaret_of_Bourbon_Queen_of_Navarre,type,Person
Maria_Anna_Victoria_of_Bavaria,type,Person
Sancho_II_of_Portugal,type,Person
Matilda_of_Carinthia,type,Person
Alfonso_II_of_Aragon,type,Person
Sibylla_of_Anjou,type,Person
Salomea_of_Berg,type,Person
Joan_Countess_of_Ponthieu,type,Person
Marie_Countess_of_Ponthieu,type,Person
John_I_Count_of_Aumale,type,Person
Philip_III_of_Spain,type,Person
Matthias_II_Duke_of_Lorraine,type,Person
Bertha_Duchess_of_Lorraine,type,Person
Princess_Marie_Isabelle_of_Orl_ans,type,Person
Adelaide_of_Auxerre_born_c._870,type,Person
Louis_IV_of_France,type,Person
Rudolph_of_France,type,Person
Robert_I_of_France,type,Person
Adelaide_of_Tours,type,Person
Charles_the_Simple,type,Person
Adelaide_of_Burgundy_born_c._896,type,Person
Eleanor_of_Portugal_Holy_Roman_Empress,type,Person
Princess_Louise_of_Hesse_Darmstadt_1757_1830,type,Person
Maria_Salviati,type,Person
Marie_of_Anjou,type,Person
Charles_VIII_of_France,type,Person
Agnes_de_Baudemont_Countess_of_Braine,type,Person
Adolphus_Frederick_III_Duke_of_Mecklenburg_Strelitz,type,Person
Francis_II_Duke_of_Brittany,type,Person
Blanche_of_Artois,type,Person
Philip_IV_of_France,type,Person
Philip_II_of_France,type,Person
Louis_III_of_France,type,Person
Louis_the_Stammerer,type,Person
Gerloc,type,Person
Beatrice_Regina_della_Scala,type,Person
Ermengarde_of_Hesbaye,type,Person
Louis_the_Younger,type,Person
Hildegard_of_the_Vinzgau,type,Person
Fran_oise_d_Alen_on,type,Person
Maria_Antonia_Ferdinanda_of_Spain,type,Person
Urraca_of_Castile_Queen_of_Portugal,type,Person
Heilika_of_Lengenfeld,type,Person
Philippa_of_Guelders,type,Person
Margaret_of_Bar,type,Person
Claudine_de_Brosse,type,Person
Lorenzo_de_Medici,type,Person
Piccarda_Bueri,type,Person
Margaret_of_Baux,type,Person
Jacquetta_of_Luxembourg,type,Person
Francis_Hyacinth_Duke_of_Savoy,type,Person
Philip_II_Duke_of_Savoy,type,Person
Margaret_Douglas,type,Person
Hedwig_of_Babenberg,type,Person
Philippa_of_Hainault,type,Person
Wilfred_the_Hairy,type,Person
Drogo_of_Champagne,type,Person
Prince_Ferdinand_Duke_of_Montpensier,type,Person
Mary_of_Burgundy_Duchess_of_Savoy,type,Person
Rudolf_IV_Duke_of_Austria,type,Person
Bianca_Maria_Visconti,type,Person
Galeazzo_Maria_Sforza,type,Person
Kunigunde_of_Altdorf,type,Person
John_VIII_Count_of_Vend_me,type,Person
Ida_Countess_of_Hainaut,type,Person
Eleanor_of_England_Queen_of_Castile,type,Person
Barbara_of_Cilli,type,Person
Elizabeth_of_Luxembourg,type,Person
Adela_of_Normandy,type,Person
Bertrade_of_Montfort,type,Person
Fulk_King_of_Jerusalem,type,Person
Canute_VI_of_Denmark,type,Person
Anna_Eleonore_of_Hesse_Darmstadt,type,Person
Ernest_Augustus_Elector_of_Hanover,type,Person
Mar_a_Manuela_Kirkpatrick_de_Grevign_e,type,Person
Rudolph_III_of_Burgundy,type,Person
