Body,Head,Head_Coverage,Std_Confidence,PCA_Confidence,Positive_Examples,Body_size,PCA_Body_size,Functional_variable
?a  child  ?b  ?b  father  ?a   ,?a  successor  ?b,0.210958904,0.375609756,0.493589744,77,205,156,?a
?a  child  ?b  ?b  parent  ?a   ,?a  successor  ?b,0.276712329,0.238207547,0.485576923,101,424,208,?a
?f  name  ?a  ?b  parent  ?f   ,?a  successor  ?b,0.010958904,0.006677796,0.333333333,4,599,12,?a
?b  parent  ?f  ?a  predecessor  ?f   ,?a  successor  ?b,0.071232877,0.071625344,0.109243697,26,363,238,?a
?a  name  ?f  ?b  parent  ?f   ,?a  successor  ?b,0.010958904,0.04,0.333333333,4,100,12,?a
?f  father  ?a  ?b  successor  ?f   ,?a  successor  ?b,0.054794521,0.084745763,0.112359551,20,236,178,?a
?b  parent  ?f  ?f  spouse  ?a   ,?a  successor  ?b,0.208219178,0.090909091,0.368932039,76,836,206,?a
?b  parent  ?f  ?f  successor  ?a   ,?a  successor  ?b,0.071232877,0.069148936,0.108786611,26,376,239,?a
?b  parent  ?f  ?a  spouse  ?f   ,?a  successor  ?b,0.230136986,0.101083032,0.383561644,84,831,219,?a
?b  name  ?f  ?f  predecessor  ?a   ,?a  successor  ?b,0.016438356,0.5,0.75,6,12,8,?a
?f  parent  ?a  ?b  successor  ?f   ,?a  successor  ?b,0.071232877,0.052845528,0.114035088,26,492,228,?a
?b  father  ?f  ?f  successor  ?a   ,?a  successor  ?b,0.054794521,0.070175439,0.103092784,20,285,194,?a
?b  father  ?f  ?a  spouse  ?f   ,?a  successor  ?b,0.021917808,0.017353579,0.195121951,8,461,41,?a
?b  father  ?f  ?a  predecessor  ?f   ,?a  successor  ?b,0.057534247,0.075812274,0.10880829,21,277,193,?a
?b  mother  ?f  ?f  spouse  ?a   ,?a  successor  ?b,0.189041096,0.167070218,0.392045455,69,413,176,?a
?b  mother  ?f  ?a  spouse  ?f   ,?a  successor  ?b,0.189041096,0.1875,0.418181818,69,368,165,?a
?a  child  ?f  ?b  successor  ?f   ,?a  successor  ?b,0.068493151,0.067385445,0.106837607,25,371,234,?a
?b  name  ?f  ?a  successor  ?f   ,?a  successor  ?b,0.02739726,1,1,10,10,10,?a
?b  father  ?f  ?f  spouse  ?a   ,?a  successor  ?b,0.024657534,0.020501139,0.257142857,9,439,35,?a
?f  name  ?a  ?b  predecessor  ?f   ,?a  successor  ?b,0.021917808,0.038277512,0.727272727,8,209,11,?a
?b  predecessor  ?f  ?f  spouse  ?a   ,?a  successor  ?b,0.030136986,0.036789298,0.183333333,11,299,60,?a
?a  name  ?f  ?b  predecessor  ?f   ,?a  successor  ?b,0.021917808,0.615384615,0.727272727,8,13,11,?a
?b  mother  ?f  ?a  predecessor  ?f   ,?a  successor  ?b,0.010958904,0.068965517,0.1,4,58,40,?a
?a  name  ?f  ?f  successor  ?b   ,?a  successor  ?b,0.032876712,1,1,12,12,12,?a
?a  child  ?f  ?f  predecessor  ?b   ,?a  successor  ?b,0.065753425,0.066852368,0.115384615,24,359,208,?a
?f  child  ?b  ?a  name  ?f   ,?a  successor  ?b,0.01369863,0.024875622,0.15625,5,201,32,?a
?e  name  ?a  ?e  successor  ?b   ,?a  successor  ?b,0.032876712,0.058536585,1,12,205,12,?a
?b  predecessor  ?f  ?a  spouse  ?f   ,?a  successor  ?b,0.030136986,0.037162162,0.2,11,296,55,?a
?a  spouse  ?f  ?f  successor  ?b   ,?a  successor  ?b,0.030136986,0.037288136,0.203703704,11,295,54,?a
?e  child  ?b  ?e  name  ?a   ,?a  successor  ?b,0.01369863,0.004374453,0.15625,5,1143,32,?a
?e  spouse  ?a  ?e  successor  ?b   ,?a  successor  ?b,0.030136986,0.037162162,0.196428571,11,296,56,?a
?b  child  ?a  ?a  mother  ?b   ,?a  predecessor  ?b,0.024725275,0.052325581,0.391304348,9,172,23,?b
?b  successor  ?a  ?a  successor  ?b   ,?a  predecessor  ?b,0.024725275,0.9,1,9,10,9,?b
?e  father  ?a  ?e  predecessor  ?b   ,?a  successor  ?b,0.043835616,0.068669528,0.105960265,16,233,151,?a
?b  predecessor  ?a  ?b  successor  ?a   ,?a  predecessor  ?b,0.03021978,0.916666667,1,11,12,11,?b
?a  father  ?b  ?b  successor  ?a   ,?a  predecessor  ?b,0.203296703,0.685185185,0.961038961,74,108,77,?b
?a  parent  ?b  ?b  successor  ?a   ,?a  predecessor  ?b,0.252747253,0.696969697,0.958333333,92,132,96,?b
?b  spouse  ?a  ?b  successor  ?a   ,?a  predecessor  ?b,0.016483516,0.75,1,6,8,6,?b
?a  father  ?b  ?a  mother  ?b   ,?a  predecessor  ?b,0.016483516,0.315789474,0.6,6,19,10,?b
?e  parent  ?a  ?e  predecessor  ?b   ,?a  successor  ?b,0.060273973,0.047008547,0.116402116,22,468,189,?a
?a  mother  ?b  ?b  successor  ?a   ,?a  predecessor  ?b,0.021978022,0.727272727,1,8,11,8,?b
?a  spouse  ?b  ?b  successor  ?a   ,?a  predecessor  ?b,0.013736264,0.625,1,5,8,5,?b
?e  child  ?b  ?e  spouse  ?a   ,?a  successor  ?b,0.169863014,0.041835358,0.148681055,62,1482,417,?a
?f  child  ?b  ?a  spouse  ?f   ,?a  successor  ?b,0.167123288,0.041468389,0.146282974,61,1471,417,?a
?b  child  ?a  ?a  parent  ?b   ,?a  predecessor  ?b,0.269230769,0.231132075,0.507772021,98,424,193,?b
?b  child  ?a  ?a  father  ?b   ,?a  predecessor  ?b,0.211538462,0.375609756,0.52027027,77,205,148,?b
?a  mother  ?f  ?b  spouse  ?f   ,?a  predecessor  ?b,0.192307692,0.190217391,0.424242424,70,368,165,?b
?a  predecessor  ?f  ?b  spouse  ?f   ,?a  predecessor  ?b,0.038461538,0.047297297,0.222222222,14,296,63,?b
?a  father  ?f  ?b  spouse  ?f   ,?a  predecessor  ?b,0.024725275,0.019522777,0.1875,9,461,48,?b
?a  parent  ?f  ?b  spouse  ?f   ,?a  predecessor  ?b,0.225274725,0.098676294,0.377880184,82,831,217,?b
?b  spouse  ?f  ?f  successor  ?a   ,?a  predecessor  ?b,0.03021978,0.037288136,0.180327869,11,295,61,?b
?f  child  ?a  ?b  spouse  ?f   ,?a  predecessor  ?b,0.159340659,0.03942896,0.143564356,58,1471,404,?b
?b  name  ?f  ?a  predecessor  ?f   ,?a  predecessor  ?b,0.035714286,1,1,13,13,13,?b
?a  mother  ?f  ?b  predecessor  ?f   ,?a  predecessor  ?b,0.010989011,0.068965517,0.108108108,4,58,37,?b
?b  name  ?f  ?f  successor  ?a   ,?a  predecessor  ?b,0.021978022,0.666666667,0.888888889,8,12,9,?b
?a  name  ?f  ?b  successor  ?f   ,?a  predecessor  ?b,0.013736264,0.5,1,5,10,5,?b
?b  child  ?f  ?a  successor  ?f   ,?a  predecessor  ?b,0.065934066,0.064690027,0.126315789,24,371,190,?b
?a  parent  ?f  ?b  predecessor  ?f   ,?a  predecessor  ?b,0.063186813,0.063360882,0.107981221,23,363,213,?b
?a  predecessor  ?f  ?f  spouse  ?b   ,?a  predecessor  ?b,0.038461538,0.046822742,0.215384615,14,299,65,?b
?f  name  ?b  ?a  predecessor  ?f   ,?a  predecessor  ?b,0.035714286,0.062200957,1,13,209,13,?b
?f  mother  ?b  ?a  successor  ?f   ,?a  predecessor  ?b,0.010989011,0.015748031,0.129032258,4,254,31,?b
?f  parent  ?b  ?a  successor  ?f   ,?a  predecessor  ?b,0.071428571,0.052845528,0.143646409,26,492,181,?b
?f  father  ?b  ?a  successor  ?f   ,?a  predecessor  ?b,0.057692308,0.088983051,0.142857143,21,236,147,?b
?e  child  ?a  ?e  marriedTo  ?b   ,?a  predecessor  ?b,0.010989011,0.108108108,0.4,4,37,10,?b
?a  name  ?f  ?f  predecessor  ?b   ,?a  predecessor  ?b,0.03021978,0.916666667,0.916666667,11,12,12,?b
?a  mother  ?f  ?f  spouse  ?b   ,?a  predecessor  ?b,0.203296703,0.179176755,0.413407821,74,413,179,?b
?a  father  ?f  ?f  spouse  ?b   ,?a  predecessor  ?b,0.021978022,0.018223235,0.210526316,8,439,38,?b
?a  parent  ?f  ?f  successor  ?b   ,?a  predecessor  ?b,0.063186813,0.061170213,0.101769912,23,376,226,?b
?a  parent  ?f  ?f  spouse  ?b   ,?a  predecessor  ?b,0.217032967,0.094497608,0.381642512,79,836,207,?b
?e  name  ?b  ?e  successor  ?a   ,?a  predecessor  ?b,0.021978022,0.03902439,0.888888889,8,205,9,?b
?e  parent  ?b  ?e  predecessor  ?a   ,?a  predecessor  ?b,0.06043956,0.047008547,0.107843137,22,468,204,?b
?e  child  ?a  ?e  spouse  ?b   ,?a  predecessor  ?b,0.151098901,0.037112011,0.140306122,55,1482,392,?b
?a  father  ?b  ?b  successor  ?a   ,?a  mother  ?b,0.015238095,0.074074074,0.105263158,8,108,76,?a
?e  mother  ?b  ?e  predecessor  ?a   ,?a  predecessor  ?b,0.010989011,0.015686275,0.129032258,4,255,31,?b
?e  spouse  ?b  ?e  successor  ?a   ,?a  predecessor  ?b,0.03021978,0.037162162,0.183333333,11,296,60,?b
?b  spouse  ?f  ?f  successor  ?a   ,?a  mother  ?b,0.165714286,0.294915254,0.540372671,87,295,161,?a
?b  child  ?f  ?f  name  ?a   ,?a  mother  ?b,0.041904762,0.057142857,0.564102564,22,385,39,?a
?f  child  ?a  ?b  spouse  ?f   ,?a  mother  ?b,0.39047619,0.139360979,0.531088083,205,1471,386,?a
?a  parent  ?f  ?b  spouse  ?f   ,?a  mother  ?b,0.59047619,0.373044525,0.482115086,310,831,643,?a
?b  child  ?f  ?a  name  ?f   ,?a  mother  ?b,0.041904762,0.4,0.511627907,22,55,43,?a
?a  father  ?f  ?b  name  ?f   ,?a  mother  ?b,0.015238095,0.533333333,0.8,8,15,10,?a
?b  name  ?f  ?a  parent  ?f   ,?a  mother  ?b,0.125714286,0.66,0.88,66,100,75,?a
?f  marriedTo  ?b  ?a  parent  ?f   ,?a  mother  ?b,0.011428571,0.352941176,0.5,6,17,12,?a
?a  mother  ?f  ?b  name  ?f   ,?a  mother  ?b,0.165714286,0.97752809,0.97752809,87,89,89,?a
?f  mother  ?b  ?a  name  ?f   ,?a  mother  ?b,0.116190476,0.983870968,0.983870968,61,62,62,?a
?a  father  ?f  ?b  spouse  ?f   ,?a  mother  ?b,0.596190476,0.678958785,0.839142091,313,461,373,?a
?a  father  ?f  ?f  spouse  ?b   ,?a  mother  ?b,0.548571429,0.656036446,0.820512821,288,439,351,?a
?a  name  ?f  ?f  parent  ?b   ,?a  mother  ?b,0.08,0.341463415,0.488372093,42,123,86,?a
?a  predecessor  ?e  ?e  spouse  ?b   ,?a  mother  ?b,0.16,0.280936455,0.563758389,84,299,149,?a
?e  spouse  ?b  ?e  successor  ?a   ,?a  mother  ?b,0.16,0.283783784,0.538461538,84,296,156,?a
?f  name  ?b  ?a  parent  ?f   ,?a  mother  ?b,0.127619048,0.111853088,0.167919799,67,599,399,?a
?a  parent  ?f  ?f  spouse  ?b   ,?a  mother  ?b,0.546666667,0.343301435,0.44984326,287,836,638,?a
?a  mother  ?f  ?f  name  ?b   ,?a  mother  ?b,0.165714286,0.393665158,0.393665158,87,221,221,?a
?a  predecessor  ?f  ?b  spouse  ?f   ,?a  mother  ?b,0.171428571,0.304054054,0.566037736,90,296,159,?a
?a  parent  ?b  ?a  predecessor  ?b   ,?a  father  ?b,0.12541806,0.581395349,0.949367089,75,129,79,?a
?e  child  ?a  ?e  name  ?b   ,?a  mother  ?b,0.097142857,0.044619423,0.19245283,51,1143,265,?a
?a  parent  ?b  ?b  successor  ?a   ,?a  father  ?b,0.127090301,0.575757576,0.95,76,132,80,?a
?e  mother  ?b  ?e  name  ?a   ,?a  mother  ?b,0.116190476,0.150617284,0.983870968,61,405,62,?a
?a  mother  ?b  ?a  predecessor  ?b   ,?a  father  ?b,0.010033445,0.545454545,0.6,6,11,10,?a
?e  child  ?a  ?e  spouse  ?b   ,?a  mother  ?b,0.371428571,0.131578947,0.496183206,195,1482,393,?a
?e  name  ?a  ?e  parent  ?b   ,?a  mother  ?b,0.078095238,0.050492611,0.476744186,41,812,86,?a
?b  child  ?a  ?b  successor  ?a   ,?a  father  ?b,0.128762542,0.52739726,0.916666667,77,146,84,?a
?f  child  ?a  ?b  name  ?f   ,?a  mother  ?b,0.093333333,0.243781095,0.859649123,49,201,57,?a
?a  mother  ?b  ?b  successor  ?a   ,?a  father  ?b,0.013377926,0.727272727,0.8,8,11,10,?a
?b  name  ?f  ?a  parent  ?f   ,?a  father  ?b,0.02006689,0.12,0.151898734,12,100,79,?a
?f  child  ?a  ?b  name  ?f   ,?a  father  ?b,0.010033445,0.029850746,0.101694915,6,201,59,?a
?b  marriedTo  ?f  ?a  parent  ?f   ,?a  mother  ?b,0.011428571,0.315789474,0.461538462,6,19,13,?a
?f  child  ?a  ?b  spouse  ?f   ,?a  father  ?b,0.224080268,0.091094494,0.378531073,134,1471,354,?a
?b  child  ?a  ?a  predecessor  ?b   ,?a  father  ?b,0.128762542,0.542253521,0.93902439,77,142,82,?a
?a  mother  ?f  ?b  spouse  ?f   ,?a  father  ?b,0.429765886,0.698369565,0.834415584,257,368,308,?a
?a  father  ?f  ?b  name  ?f   ,?a  father  ?b,0.025083612,1,1,15,15,15,?a
?b  child  ?f  ?a  name  ?f   ,?a  father  ?b,0.02173913,0.236363636,0.288888889,13,55,45,?a
?a  mother  ?f  ?b  name  ?f   ,?a  father  ?b,0.013377926,0.08988764,0.106666667,8,89,75,?a
?a  parent  ?f  ?f  spouse  ?b   ,?a  father  ?b,0.47826087,0.342105263,0.433990895,286,836,659,?a
?a  name  ?e  ?e  parent  ?b   ,?a  father  ?b,0.090301003,0.43902439,0.509433962,54,123,106,?a
?b  child  ?f  ?f  name  ?a   ,?a  father  ?b,0.02173913,0.033766234,0.317073171,13,385,41,?a
?a  mother  ?e  ?e  spouse  ?b   ,?a  father  ?b,0.484949833,0.702179177,0.833333333,290,413,348,?a
?f  father  ?b  ?a  name  ?f   ,?a  father  ?b,0.120401338,0.98630137,0.98630137,72,73,73,?a
?e  name  ?a  ?e  parent  ?b   ,?a  father  ?b,0.091973244,0.06773399,0.518867925,55,812,106,?a
?a  parent  ?f  ?b  spouse  ?f   ,?a  father  ?b,0.449832776,0.323706378,0.41194487,269,831,653,?a
?e  child  ?a  ?e  spouse  ?b   ,?a  father  ?b,0.259197324,0.104588394,0.417789757,155,1482,371,?a
?e  father  ?b  ?e  name  ?a   ,?a  father  ?b,0.120401338,0.148148148,0.98630137,72,486,73,?a
?f  successor  ?a  ?b  successor  ?f   ,?a  father  ?b,0.033444816,0.063492063,0.125786164,20,315,159,?a
?a  name  ?f  ?b  name  ?f   ,?a  name  ?b,0.155172414,0.12244898,0.12244898,90,735,735,?a
?b  child  ?f  ?f  mother  ?a   ,?a  name  ?b,0.068965517,0.095238095,0.2,40,420,200,?a
?f  spouse  ?a  ?b  spouse  ?f   ,?a  name  ?b,0.094827586,0.066909976,0.148247978,55,822,371,?a
?a  spouse  ?f  ?b  spouse  ?f   ,?a  name  ?b,0.118965517,0.069979716,0.150655022,69,986,458,?a
?b  child  ?f  ?f  parent  ?a   ,?a  name  ?b,0.079310345,0.065997131,0.111650485,46,697,412,?a
?f  name  ?a  ?b  name  ?f   ,?a  name  ?b,0.155172414,0.989010989,1,90,91,90,?a
?f  name  ?b  ?a  name  ?f   ,?a  name  ?b,0.156896552,1,1,91,91,91,?a
?a  father  ?f  ?b  father  ?f   ,?a  name  ?b,0.117241379,0.085,0.106583072,68,800,638,?a
?a  child  ?f  ?b  child  ?f   ,?a  name  ?b,0.105172414,0.081441923,0.116634799,61,749,523,?a
?b  father  ?f  ?a  parent  ?f   ,?a  name  ?b,0.09137931,0.076923077,0.101145038,53,689,524,?a
?a  child  ?f  ?f  mother  ?b   ,?a  name  ?b,0.070689655,0.097619048,0.143859649,41,420,285,?a
?e  mother  ?a  ?e  parent  ?b   ,?a  name  ?b,0.089655172,0.067096774,0.161490683,52,775,322,?a
?e  mother  ?a  ?e  mother  ?b   ,?a  name  ?b,0.110344828,0.105263158,0.268907563,64,608,238,?a
?e  name  ?a  ?e  name  ?b   ,?a  name  ?b,0.156896552,0.170411985,1,91,534,91,?a
?e  mother  ?b  ?e  parent  ?a   ,?a  name  ?b,0.089655172,0.067096774,0.123515439,52,775,421,?a
?f  mother  ?a  ?b  successor  ?f   ,?a  spouse  ?b,0.098964327,0.338582677,0.562091503,86,254,153,?b
?f  parent  ?a  ?b  successor  ?f   ,?a  spouse  ?b,0.092059839,0.162601626,0.281690141,80,492,284,?b
?a  name  ?f  ?b  spouse  ?f   ,?a  spouse  ?b,0.069044879,0.789473684,0.9375,60,76,64,?b
?a  child  ?f  ?b  successor  ?f   ,?a  spouse  ?b,0.067894131,0.15902965,0.252136752,59,371,234,?b
?e  spouse  ?a  ?e  spouse  ?b   ,?a  name  ?b,0.120689655,0.068829892,0.152173913,70,1017,460,?a
?f  name  ?a  ?b  spouse  ?f   ,?a  spouse  ?b,0.066743383,0.128603104,0.162921348,58,451,356,?b
?b  name  ?f  ?a  spouse  ?f   ,?a  spouse  ?b,0.085155351,0.973684211,0.986666667,74,76,75,?b
?b  child  ?f  ?a  successor  ?f   ,?a  spouse  ?b,0.064441887,0.150943396,0.187919463,56,371,298,?b
?b  child  ?f  ?f  predecessor  ?a   ,?a  spouse  ?b,0.062140391,0.150417827,0.183673469,54,359,294,?b
?b  child  ?f  ?f  father  ?a   ,?a  spouse  ?b,0.128883774,0.307692308,0.41025641,112,364,273,?b
?b  child  ?f  ?f  parent  ?a   ,?a  spouse  ?b,0.268124281,0.334289813,0.427522936,233,697,545,?b
?b  child  ?f  ?f  mother  ?a   ,?a  spouse  ?b,0.186421174,0.385714286,0.458923513,162,420,353,?b
?a  child  ?f  ?f  predecessor  ?b   ,?a  spouse  ?b,0.060989643,0.147632312,0.233480176,53,359,227,?b
?a  child  ?f  ?f  parent  ?b   ,?a  spouse  ?b,0.284234753,0.354375897,0.449908925,247,697,549,?b
?e  predecessor  ?b  ?e  successor  ?a   ,?a  father  ?b,0.035117057,0.066878981,0.133757962,21,314,157,?a
?a  child  ?f  ?f  mother  ?b   ,?a  spouse  ?b,0.17721519,0.366666667,0.47826087,154,420,322,?b
?a  name  ?f  ?f  spouse  ?b   ,?a  spouse  ?b,0.098964327,1,1,86,86,86,?b
?a  child  ?f  ?f  father  ?b   ,?a  spouse  ?b,0.15420023,0.368131868,0.470175439,134,364,285,?b
?f  mother  ?b  ?a  successor  ?f   ,?a  spouse  ?b,0.094361335,0.322834646,0.416243655,82,254,197,?b
?f  parent  ?b  ?a  successor  ?f   ,?a  spouse  ?b,0.098964327,0.174796748,0.226912929,86,492,379,?b
?e  mother  ?b  ?e  predecessor  ?a   ,?a  spouse  ?b,0.096662831,0.329411765,0.424242424,84,255,198,?b
?e  name  ?b  ?e  spouse  ?a   ,?a  spouse  ?b,0.069044879,0.126849894,0.759493671,60,473,79,?b
?e  father  ?b  ?e  mother  ?a   ,?a  spouse  ?b,0.321058688,0.683823529,0.82300885,279,408,339,?b
?e  father  ?b  ?e  parent  ?a   ,?a  spouse  ?b,0.292289988,0.323155216,0.46350365,254,786,548,?b
?e  father  ?a  ?e  mother  ?b   ,?a  spouse  ?b,0.288837745,0.615196078,0.825657895,251,408,304,?b
?f  spouse  ?b  ?a  spouse  ?f   ,?a  name  ?b,0.098275862,0.069343066,0.151595745,57,822,376,?a
?e  mother  ?a  ?e  predecessor  ?b   ,?a  spouse  ?b,0.104718067,0.356862745,0.610738255,91,255,149,?b
?b  name  ?f  ?f  spouse  ?a   ,?a  spouse  ?b,0.066743383,0.674418605,0.773333333,58,86,75,?b
?f  name  ?b  ?a  spouse  ?f   ,?a  spouse  ?b,0.085155351,0.164079823,0.986666667,74,451,75,?b
?e  parent  ?a  ?e  predecessor  ?b   ,?a  spouse  ?b,0.092059839,0.170940171,0.30075188,80,468,266,?b
?f  gender  ?b  ?a  successor  ?f   ,?a  gender  ?b,0.131607335,0.52360515,0.877697842,122,233,139,?a
?f  gender  ?b  ?a  predecessor  ?f   ,?a  gender  ?b,0.138079827,0.518218623,0.864864865,128,247,148,?a
?e  parent  ?b  ?e  predecessor  ?a   ,?a  spouse  ?b,0.095512083,0.177350427,0.230555556,83,468,360,?b
?e  father  ?a  ?e  parent  ?b   ,?a  spouse  ?b,0.275028769,0.304071247,0.446728972,239,786,535,?b
?e  mother  ?a  ?e  parent  ?b   ,?a  spouse  ?b,0.304948216,0.341935484,0.428109855,265,775,619,?b
?f  gender  ?b  ?a  mother  ?f   ,?a  gender  ?b,0.137001079,0.337765957,0.426174497,127,376,298,?a
?e  gender  ?b  ?e  successor  ?a   ,?a  gender  ?b,0.137001079,0.508,0.852348993,127,250,149,?a
?e  parent  ?a  ?e  parent  ?b   ,?a  spouse  ?b,0.482163406,0.270497095,0.391955098,419,1549,1069,?b
?f  gender  ?b  ?a  name  ?f   ,?a  gender  ?b,0.075512406,0.95890411,1,70,73,70,?a
?e  gender  ?b  ?e  parent  ?a   ,?a  gender  ?b,0.349514563,0.42408377,0.520064205,324,764,623,?a
?a  father  ?f  ?f  gender  ?b   ,?a  gender  ?b,0.237324703,0.463157895,0.61452514,220,475,358,?a
?f  gender  ?b  ?a  parent  ?f   ,?a  gender  ?b,0.36030205,0.389277389,0.523510972,334,858,638,?a
?e  gender  ?b  ?e  name  ?a   ,?a  gender  ?b,0.075512406,0.160550459,1,70,436,70,?a
?a  child  ?f  ?f  gender  ?b   ,?a  gender  ?b,0.229773463,0.513253012,0.643504532,213,415,331,?a
?b  child  ?a  ?a  predecessor  ?b   ,?a  parent  ?b,0.091503268,0.690140845,0.867256637,98,142,113,?b
?a  father  ?b  ?a  predecessor  ?b   ,?a  parent  ?b,0.070028011,0.694444444,0.925925926,75,108,81,?b
?a  father  ?b  ?b  successor  ?a   ,?a  parent  ?b,0.070961718,0.703703704,0.904761905,76,108,84,?b
?b  child  ?a  ?b  successor  ?a   ,?a  parent  ?b,0.094304388,0.691780822,0.848739496,101,146,119,?b
?e  name  ?a  ?e  spouse  ?b   ,?a  spouse  ?b,0.098964327,0.181818182,0.181818182,86,473,473,?b
?e  child  ?a  ?e  gender  ?b   ,?a  gender  ?b,0.252427184,0.18734988,0.624,234,1249,375,?a
?e  gender  ?b  ?e  predecessor  ?a   ,?a  gender  ?b,0.132686084,0.532467532,0.872340426,123,231,141,?a
?b  child  ?a  ?a  mother  ?b   ,?a  parent  ?b,0.129785247,0.808139535,0.902597403,139,172,154,?b
?e  father  ?a  ?e  gender  ?b   ,?a  gender  ?b,0.222222222,0.465011287,0.598837209,206,443,344,?a
?e  gender  ?b  ?e  mother  ?a   ,?a  gender  ?b,0.133764833,0.304668305,0.426116838,124,407,291,?a
?f  successor  ?a  ?b  successor  ?f   ,?a  parent  ?b,0.024276377,0.082539683,0.152941176,26,315,170,?b
?a  predecessor  ?f  ?b  successor  ?f   ,?a  parent  ?b,0.021475257,0.072100313,0.129943503,23,319,177,?b
?b  child  ?f  ?a  name  ?f   ,?a  parent  ?b,0.039215686,0.763636364,0.823529412,42,55,51,?b
?b  child  ?f  ?f  successor  ?a   ,?a  parent  ?b,0.026143791,0.086687307,0.101818182,28,323,275,?b
?b  spouse  ?f  ?f  successor  ?a   ,?a  parent  ?b,0.076563959,0.277966102,0.445652174,82,295,184,?b
?f  gender  ?b  ?a  spouse  ?f   ,?a  gender  ?b,0.05609493,0.079754601,0.112554113,52,652,462,?a
?a  child  ?f  ?b  child  ?f   ,?a  spouse  ?b,0.235903337,0.273698264,0.352233677,205,749,582,?b
?e  gender  ?b  ?e  spouse  ?a   ,?a  gender  ?b,0.05609493,0.079877112,0.111349036,52,651,467,?a
?a  predecessor  ?f  ?b  spouse  ?f   ,?a  parent  ?b,0.078431373,0.283783784,0.444444444,84,296,189,?b
?a  mother  ?f  ?b  name  ?f   ,?a  parent  ?b,0.062558357,0.752808989,0.858974359,67,89,78,?b
?a  mother  ?f  ?b  spouse  ?f   ,?a  parent  ?b,0.234360411,0.682065217,0.862542955,251,368,291,?b
?a  father  ?f  ?b  spouse  ?f   ,?a  parent  ?b,0.268907563,0.62472885,0.839650146,288,461,343,?b
?f  child  ?a  ?b  spouse  ?f   ,?a  parent  ?b,0.278244631,0.202583277,0.292443572,298,1471,1019,?b
